GB_Accession/TriTrypDB,Species,Strain
Tbb1125VSG-7234,Trypanosoma brucei brucei,NA
Tbb1125VSG-7235,Trypanosoma brucei brucei,NA
Tbb1125VSG-7236,Trypanosoma brucei brucei,NA
Tbb1125VSG-7237,Trypanosoma brucei brucei,NA
Tbb1125VSG-7238,Trypanosoma brucei brucei,NA
Tbb1125VSG-7241,Trypanosoma brucei brucei,NA
Tbb1125VSG-7242,Trypanosoma brucei brucei,NA
Tbb1125VSG-7243,Trypanosoma brucei brucei,NA
Tbb1125VSG-7245,Trypanosoma brucei brucei,NA
Tbb1125VSG-7246,Trypanosoma brucei brucei,NA
Tbb1125VSG-7247,Trypanosoma brucei brucei,NA
Tbb1125VSG-7248,Trypanosoma brucei brucei,NA
Tbb1125VSG-7250,Trypanosoma brucei brucei,NA
Tbb1125VSG-7251,Trypanosoma brucei brucei,NA
Tbb1125VSG-7252,Trypanosoma brucei brucei,NA
Tbb1125VSG-7253,Trypanosoma brucei brucei,NA
Tbb1125VSG-7254,Trypanosoma brucei brucei,NA
Tbb1125VSG-7255,Trypanosoma brucei brucei,NA
Tbb1125VSG-7256,Trypanosoma brucei brucei,NA
Tbb1125VSG-7257,Trypanosoma brucei brucei,NA
Tbb1125VSG-7258,Trypanosoma brucei brucei,NA
Tbb1125VSG-7259,Trypanosoma brucei brucei,NA
Tbb1125VSG-7260,Trypanosoma brucei brucei,NA
Tbb1125VSG-7261,Trypanosoma brucei brucei,NA
Tbb1125VSG-7262,Trypanosoma brucei brucei,NA
Tbb1125VSG-7263,Trypanosoma brucei brucei,NA
Tbb1125VSG-7264,Trypanosoma brucei brucei,NA
Tbb1125VSG-7265,Trypanosoma brucei brucei,NA
Tbb1125VSG-7266,Trypanosoma brucei brucei,NA
Tbb1125VSG-7267,Trypanosoma brucei brucei,NA
Tbb1125VSG-7268,Trypanosoma brucei brucei,NA
Tbb1125VSG-7270,Trypanosoma brucei brucei,NA
Tbb1125VSG-7271,Trypanosoma brucei brucei,NA
Tbb1125VSG-7272,Trypanosoma brucei brucei,NA
Tbb1125VSG-7273,Trypanosoma brucei brucei,NA
Tbb1125VSG-7275,Trypanosoma brucei brucei,NA
Tbb1125VSG-7276,Trypanosoma brucei brucei,NA
Tbb1125VSG-7278,Trypanosoma brucei brucei,NA
Tbb1125VSG-7279,Trypanosoma brucei brucei,NA
Tbb1125VSG-7280,Trypanosoma brucei brucei,NA
Tbb1125VSG-7281,Trypanosoma brucei brucei,NA
Tbb1125VSG-7282,Trypanosoma brucei brucei,NA
Tbb1125VSG-7283,Trypanosoma brucei brucei,NA
Tbb1125VSG-7284,Trypanosoma brucei brucei,NA
Tbb1125VSG-7285,Trypanosoma brucei brucei,NA
Tbb1125VSG-7286,Trypanosoma brucei brucei,NA
Tbb1125VSG-7287,Trypanosoma brucei brucei,NA
Tbb1125VSG-7288,Trypanosoma brucei brucei,NA
Tbb1125VSG-7289,Trypanosoma brucei brucei,NA
Tbb1125VSG-7290,Trypanosoma brucei brucei,NA
Tbb1125VSG-7291,Trypanosoma brucei brucei,NA
Tbb1125VSG-7292,Trypanosoma brucei brucei,NA
Tbb1125VSG-7293,Trypanosoma brucei brucei,NA
Tbb1125VSG-7294,Trypanosoma brucei brucei,NA
Tbb1125VSG-7295,Trypanosoma brucei brucei,NA
Tbb1125VSG-7296,Trypanosoma brucei brucei,NA
Tbb1125VSG-7297,Trypanosoma brucei brucei,NA
Tbb1125VSG-7298,Trypanosoma brucei brucei,NA
Tbb1125VSG-7299,Trypanosoma brucei brucei,NA
Tbb1125VSG-7300,Trypanosoma brucei brucei,NA
Tbb1125VSG-7301,Trypanosoma brucei brucei,NA
Tbb1125VSG-7303,Trypanosoma brucei brucei,NA
Tbb1125VSG-7306,Trypanosoma brucei brucei,NA
Tbb1125VSG-7308,Trypanosoma brucei brucei,NA
Tbb1125VSG-7309,Trypanosoma brucei brucei,NA
Tbb1125VSG-7310,Trypanosoma brucei brucei,NA
Tbb1125VSG-7311,Trypanosoma brucei brucei,NA
Tbb1125VSG-7312,Trypanosoma brucei brucei,NA
Tbb1125VSG-7313,Trypanosoma brucei brucei,NA
Tbb1125VSG-7314,Trypanosoma brucei brucei,NA
Tbb1125VSG-7315,Trypanosoma brucei brucei,NA
Tbb1125VSG-7316,Trypanosoma brucei brucei,NA
Tbb1125VSG-7317,Trypanosoma brucei brucei,NA
Tbb1125VSG-7319,Trypanosoma brucei brucei,NA
Tbb1125VSG-7320,Trypanosoma brucei brucei,NA
Tbb1125VSG-7321,Trypanosoma brucei brucei,NA
Tbb1125VSG-7322,Trypanosoma brucei brucei,NA
Tbb1125VSG-7325,Trypanosoma brucei brucei,NA
Tbb1125VSG-7327,Trypanosoma brucei brucei,NA
Tbb1125VSG-7329,Trypanosoma brucei brucei,NA
Tbb1125VSG-7330,Trypanosoma brucei brucei,NA
Tbb1125VSG-7331,Trypanosoma brucei brucei,NA
Tbb1125VSG-7332,Trypanosoma brucei brucei,NA
Tbb1125VSG-7333,Trypanosoma brucei brucei,NA
Tbb1125VSG-7334,Trypanosoma brucei brucei,NA
Tbb1125VSG-7335,Trypanosoma brucei brucei,NA
Tbb1125VSG-7336,Trypanosoma brucei brucei,NA
Tbb1125VSG-7337,Trypanosoma brucei brucei,NA
Tbb1125VSG-7338,Trypanosoma brucei brucei,NA
Tbb1125VSG-7339,Trypanosoma brucei brucei,NA
Tbb1125VSG-7340,Trypanosoma brucei brucei,NA
Tbb1125VSG-7341,Trypanosoma brucei brucei,NA
Tbb1125VSG-7342,Trypanosoma brucei brucei,NA
Tbb1125VSG-7343,Trypanosoma brucei brucei,NA
Tbb1125VSG-7344,Trypanosoma brucei brucei,NA
Tbb1125VSG-7345,Trypanosoma brucei brucei,NA
Tbb1125VSG-7346,Trypanosoma brucei brucei,NA
Tbb1125VSG-7347,Trypanosoma brucei brucei,NA
Tbb1125VSG-7348,Trypanosoma brucei brucei,NA
Tbb1125VSG-7349,Trypanosoma brucei brucei,NA
Tbb1125VSG-7350,Trypanosoma brucei brucei,NA
Tbb1125VSG-7351,Trypanosoma brucei brucei,NA
Tbb1125VSG-7353,Trypanosoma brucei brucei,NA
Tbb1125VSG-7354,Trypanosoma brucei brucei,NA
Tbb1125VSG-7355,Trypanosoma brucei brucei,NA
Tbb1125VSG-7356,Trypanosoma brucei brucei,NA
Tbb1125VSG-7357,Trypanosoma brucei brucei,NA
Tbb1125VSG-7358,Trypanosoma brucei brucei,NA
Tbb1125VSG-7360,Trypanosoma brucei brucei,NA
Tbb1125VSG-7361,Trypanosoma brucei brucei,NA
Tbb1125VSG-7363,Trypanosoma brucei brucei,NA
Tbb1125VSG-7364,Trypanosoma brucei brucei,NA
Tbb1125VSG-7365,Trypanosoma brucei brucei,NA
Tbb1125VSG-7366,Trypanosoma brucei brucei,NA
Tbb1125VSG-7367,Trypanosoma brucei brucei,NA
Tbb1125VSG-7368,Trypanosoma brucei brucei,NA
Tbb1125VSG-7371,Trypanosoma brucei brucei,NA
Tbb1125VSG-7372,Trypanosoma brucei brucei,NA
Tbb1125VSG-7373,Trypanosoma brucei brucei,NA
Tbb1125VSG-7374,Trypanosoma brucei brucei,NA
Tbb1125VSG-7375,Trypanosoma brucei brucei,NA
Tbb1125VSG-7376,Trypanosoma brucei brucei,NA
Tbb1125VSG-7377,Trypanosoma brucei brucei,NA
Tbb1125VSG-7378,Trypanosoma brucei brucei,NA
Tbb1125VSG-7379,Trypanosoma brucei brucei,NA
Tbb1125VSG-7380,Trypanosoma brucei brucei,NA
Tbb1125VSG-7382,Trypanosoma brucei brucei,NA
Tbb1125VSG-7383,Trypanosoma brucei brucei,NA
Tbb1125VSG-7384,Trypanosoma brucei brucei,NA
Tbb1125VSG-7385,Trypanosoma brucei brucei,NA
Tbb1125VSG-7386,Trypanosoma brucei brucei,NA
Tbb1125VSG-7387,Trypanosoma brucei brucei,NA
Tbb1125VSG-7388,Trypanosoma brucei brucei,NA
Tbb1125VSG-7389,Trypanosoma brucei brucei,NA
Tbb1125VSG-7390,Trypanosoma brucei brucei,NA
Tbb1125VSG-7391,Trypanosoma brucei brucei,NA
Tbb1125VSG-7392,Trypanosoma brucei brucei,NA
Tbb1125VSG-7393,Trypanosoma brucei brucei,NA
Tbb1125VSG-7394,Trypanosoma brucei brucei,NA
Tbb1125VSG-7395,Trypanosoma brucei brucei,NA
Tbb1125VSG-7396,Trypanosoma brucei brucei,NA
Tbb1125VSG-7397,Trypanosoma brucei brucei,NA
Tbb1125VSG-7398,Trypanosoma brucei brucei,NA
Tbb1125VSG-7399,Trypanosoma brucei brucei,NA
Tbb1125VSG-7400,Trypanosoma brucei brucei,NA
Tbb1125VSG-7401,Trypanosoma brucei brucei,NA
Tbb1125VSG-7402,Trypanosoma brucei brucei,NA
Tbb1125VSG-7403,Trypanosoma brucei brucei,NA
Tbb1125VSG-7404,Trypanosoma brucei brucei,NA
Tbb1125VSG-7405,Trypanosoma brucei brucei,NA
Tbb1125VSG-7406,Trypanosoma brucei brucei,NA
Tbb1125VSG-7407,Trypanosoma brucei brucei,NA
Tbb1125VSG-7408,Trypanosoma brucei brucei,NA
Tbb1125VSG-7409,Trypanosoma brucei brucei,NA
Tbb1125VSG-7410,Trypanosoma brucei brucei,NA
Tbb1125VSG-7411,Trypanosoma brucei brucei,NA
Tbb1125VSG-7412,Trypanosoma brucei brucei,NA
Tbb1125VSG-7413,Trypanosoma brucei brucei,NA
Tbb1125VSG-7415,Trypanosoma brucei brucei,NA
Tbb1125VSG-7416,Trypanosoma brucei brucei,NA
Tbb1125VSG-7417,Trypanosoma brucei brucei,NA
Tbb1125VSG-7419,Trypanosoma brucei brucei,NA
Tbb1125VSG-7420,Trypanosoma brucei brucei,NA
Tbb1125VSG-7421,Trypanosoma brucei brucei,NA
Tbb1125VSG-7422,Trypanosoma brucei brucei,NA
Tbb1125VSG-7423,Trypanosoma brucei brucei,NA
Tbb1125VSG-7424,Trypanosoma brucei brucei,NA
Tbb1125VSG-7426,Trypanosoma brucei brucei,NA
Tbb1125VSG-7428,Trypanosoma brucei brucei,NA
Tbb1125VSG-7429,Trypanosoma brucei brucei,NA
Tbb1125VSG-7430,Trypanosoma brucei brucei,NA
Tbb1125VSG-7431,Trypanosoma brucei brucei,NA
Tbb1125VSG-7432,Trypanosoma brucei brucei,NA
Tbb1125VSG-7433,Trypanosoma brucei brucei,NA
Tbb1125VSG-7434,Trypanosoma brucei brucei,NA
Tbb1125VSG-7435,Trypanosoma brucei brucei,NA
Tbb1125VSG-7438,Trypanosoma brucei brucei,NA
Tbb1125VSG-7439,Trypanosoma brucei brucei,NA
Tbb1125VSG-7440,Trypanosoma brucei brucei,NA
Tbb1125VSG-7441,Trypanosoma brucei brucei,NA
Tbb1125VSG-7442,Trypanosoma brucei brucei,NA
Tbb1125VSG-7443,Trypanosoma brucei brucei,NA
Tbb1125VSG-7444,Trypanosoma brucei brucei,NA
Tbb1125VSG-7445,Trypanosoma brucei brucei,NA
Tbb1125VSG-7447,Trypanosoma brucei brucei,NA
Tbb1125VSG-7448,Trypanosoma brucei brucei,NA
Tbb1125VSG-7449,Trypanosoma brucei brucei,NA
Tbb1125VSG-7450,Trypanosoma brucei brucei,NA
Tbb1125VSG-7451,Trypanosoma brucei brucei,NA
Tbb1125VSG-7453,Trypanosoma brucei brucei,NA
Tbb1125VSG-7454,Trypanosoma brucei brucei,NA
Tbb1125VSG-7456,Trypanosoma brucei brucei,NA
Tbb1125VSG-7457,Trypanosoma brucei brucei,NA
Tbb1125VSG-7458,Trypanosoma brucei brucei,NA
Tbb1125VSG-7459,Trypanosoma brucei brucei,NA
Tbb1125VSG-7460,Trypanosoma brucei brucei,NA
Tbb1125VSG-7461,Trypanosoma brucei brucei,NA
Tbb1125VSG-7464,Trypanosoma brucei brucei,NA
Tbb1125VSG-7465,Trypanosoma brucei brucei,NA
Tbb1125VSG-7467,Trypanosoma brucei brucei,NA
Tbb1125VSG-7468,Trypanosoma brucei brucei,NA
Tbb1125VSG-7469,Trypanosoma brucei brucei,NA
Tbb1125VSG-7470,Trypanosoma brucei brucei,NA
Tbb1125VSG-7471,Trypanosoma brucei brucei,NA
Tbb1125VSG-7472,Trypanosoma brucei brucei,NA
Tbb1125VSG-7473,Trypanosoma brucei brucei,NA
Tbb1125VSG-7475,Trypanosoma brucei brucei,NA
Tbb1125VSG-7476,Trypanosoma brucei brucei,NA
Tbb1125VSG-7477,Trypanosoma brucei brucei,NA
Tbb1125VSG-7478,Trypanosoma brucei brucei,NA
Tbb1125VSG-7479,Trypanosoma brucei brucei,NA
Tbb1125VSG-7480,Trypanosoma brucei brucei,NA
Tbb1125VSG-7481,Trypanosoma brucei brucei,NA
Tbb1125VSG-7482,Trypanosoma brucei brucei,NA
Tbb1125VSG-7483,Trypanosoma brucei brucei,NA
Tbb1125VSG-7484,Trypanosoma brucei brucei,NA
Tbb1125VSG-7485,Trypanosoma brucei brucei,NA
Tbb1125VSG-7486,Trypanosoma brucei brucei,NA
Tbb1125VSG-7487,Trypanosoma brucei brucei,NA
Tbb1125VSG-7488,Trypanosoma brucei brucei,NA
Tbb1125VSG-7490,Trypanosoma brucei brucei,NA
Tbb1125VSG-7491,Trypanosoma brucei brucei,NA
Tbb1125VSG-7492,Trypanosoma brucei brucei,NA
Tbb1125VSG-7493,Trypanosoma brucei brucei,NA
Tbb1125VSG-7494,Trypanosoma brucei brucei,NA
Tbb1125VSG-7495,Trypanosoma brucei brucei,NA
Tbb1125VSG-7496,Trypanosoma brucei brucei,NA
Tbb1125VSG-7497,Trypanosoma brucei brucei,NA
Tbb1125VSG-7498,Trypanosoma brucei brucei,NA
Tbb1125VSG-7499,Trypanosoma brucei brucei,NA
Tbb1125VSG-7500,Trypanosoma brucei brucei,NA
Tbb1125VSG-7501,Trypanosoma brucei brucei,NA
Tbb1125VSG-7504,Trypanosoma brucei brucei,NA
Tbb1125VSG-7507,Trypanosoma brucei brucei,NA
Tbb1125VSG-7508,Trypanosoma brucei brucei,NA
Tbb1125VSG-7509,Trypanosoma brucei brucei,NA
Tbb1125VSG-7510,Trypanosoma brucei brucei,NA
Tbb1125VSG-7511,Trypanosoma brucei brucei,NA
Tbb1125VSG-7512,Trypanosoma brucei brucei,NA
Tbb1125VSG-7513,Trypanosoma brucei brucei,NA
Tbb1125VSG-7514,Trypanosoma brucei brucei,NA
Tbb1125VSG-7515,Trypanosoma brucei brucei,NA
Tbb1125VSG-7516,Trypanosoma brucei brucei,NA
Tbb1125VSG-7517,Trypanosoma brucei brucei,NA
Tbb1125VSG-7518,Trypanosoma brucei brucei,NA
Tbb1125VSG-7519,Trypanosoma brucei brucei,NA
Tbb1125VSG-7520,Trypanosoma brucei brucei,NA
Tbb1125VSG-7521,Trypanosoma brucei brucei,NA
Tbb1125VSG-7522,Trypanosoma brucei brucei,NA
Tbb1125VSG-7523,Trypanosoma brucei brucei,NA
Tbb1125VSG-7524,Trypanosoma brucei brucei,NA
Tbb1125VSG-7525,Trypanosoma brucei brucei,NA
Tbb1125VSG-7526,Trypanosoma brucei brucei,NA
Tbb1125VSG-7528,Trypanosoma brucei brucei,NA
Tbb1125VSG-7529,Trypanosoma brucei brucei,NA
Tbb1125VSG-7530,Trypanosoma brucei brucei,NA
Tbb1125VSG-7531,Trypanosoma brucei brucei,NA
Tbb1125VSG-7532,Trypanosoma brucei brucei,NA
Tbb1125VSG-7533,Trypanosoma brucei brucei,NA
Tbb1125VSG-7536,Trypanosoma brucei brucei,NA
Tbb1125VSG-7537,Trypanosoma brucei brucei,NA
Tbb1125VSG-7538,Trypanosoma brucei brucei,NA
Tbb1125VSG-7539,Trypanosoma brucei brucei,NA
Tbb1125VSG-7540,Trypanosoma brucei brucei,NA
Tbb1125VSG-7541,Trypanosoma brucei brucei,NA
Tbb1125VSG-7542,Trypanosoma brucei brucei,NA
Tbb1125VSG-7543,Trypanosoma brucei brucei,NA
Tbb1125VSG-7544,Trypanosoma brucei brucei,NA
Tbb1125VSG-7545,Trypanosoma brucei brucei,NA
Tbb1125VSG-7546,Trypanosoma brucei brucei,NA
Tbb1125VSG-7547,Trypanosoma brucei brucei,NA
Tbb1125VSG-7548,Trypanosoma brucei brucei,NA
Tbb1125VSG-7549,Trypanosoma brucei brucei,NA
Tbb1125VSG-7550,Trypanosoma brucei brucei,NA
Tbb1125VSG-7551,Trypanosoma brucei brucei,NA
Tbb1125VSG-7552,Trypanosoma brucei brucei,NA
Tbb1125VSG-7553,Trypanosoma brucei brucei,NA
Tbb1125VSG-7554,Trypanosoma brucei brucei,NA
Tbb1125VSG-7555,Trypanosoma brucei brucei,NA
Tbb1125VSG-7556,Trypanosoma brucei brucei,NA
Tbb1125VSG-7558,Trypanosoma brucei brucei,NA
Tbb1125VSG-7559,Trypanosoma brucei brucei,NA
Tbb1125VSG-7560,Trypanosoma brucei brucei,NA
Tbb1125VSG-7561,Trypanosoma brucei brucei,NA
Tbb1125VSG-7562,Trypanosoma brucei brucei,NA
Tbb1125VSG-7563,Trypanosoma brucei brucei,NA
Tbb1125VSG-7564,Trypanosoma brucei brucei,NA
Tbb1125VSG-7565,Trypanosoma brucei brucei,NA
Tbb1125VSG-7566,Trypanosoma brucei brucei,NA
Tbb1125VSG-7567,Trypanosoma brucei brucei,NA
Tbb1125VSG-7569,Trypanosoma brucei brucei,NA
Tbb1125VSG-7570,Trypanosoma brucei brucei,NA
Tbb1125VSG-7571,Trypanosoma brucei brucei,NA
Tbb1125VSG-7573,Trypanosoma brucei brucei,NA
Tbb1125VSG-7574,Trypanosoma brucei brucei,NA
Tbb1125VSG-7575,Trypanosoma brucei brucei,NA
Tbb1125VSG-7576,Trypanosoma brucei brucei,NA
Tbb1125VSG-7577,Trypanosoma brucei brucei,NA
Tbb1125VSG-7579,Trypanosoma brucei brucei,NA
Tbb1125VSG-7580,Trypanosoma brucei brucei,NA
Tbb1125VSG-7581,Trypanosoma brucei brucei,NA
Tbb1125VSG-7582,Trypanosoma brucei brucei,NA
Tbb1125VSG-7583,Trypanosoma brucei brucei,NA
Tbb1125VSG-7584,Trypanosoma brucei brucei,NA
Tbb1125VSG-7585,Trypanosoma brucei brucei,NA
Tbb1125VSG-7587,Trypanosoma brucei brucei,NA
Tbb1125VSG-7588,Trypanosoma brucei brucei,NA
Tbb1125VSG-7589,Trypanosoma brucei brucei,NA
Tbb1125VSG-7590,Trypanosoma brucei brucei,NA
Tbb1125VSG-7591,Trypanosoma brucei brucei,NA
Tbb1125VSG-7592,Trypanosoma brucei brucei,NA
Tbb1125VSG-7593,Trypanosoma brucei brucei,NA
Tbb1125VSG-7594,Trypanosoma brucei brucei,NA
Tbb1125VSG-7595,Trypanosoma brucei brucei,NA
Tbb1125VSG-7596,Trypanosoma brucei brucei,NA
Tbb1125VSG-7597,Trypanosoma brucei brucei,NA
Tbb1125VSG-7598,Trypanosoma brucei brucei,NA
Tbb1125VSG-7599,Trypanosoma brucei brucei,NA
Tbb1125VSG-7600,Trypanosoma brucei brucei,NA
Tbb1125VSG-7601,Trypanosoma brucei brucei,NA
Tbb1125VSG-7602,Trypanosoma brucei brucei,NA
Tbb1125VSG-7603,Trypanosoma brucei brucei,NA
Tbb1125VSG-7604,Trypanosoma brucei brucei,NA
Tbb1125VSG-7605,Trypanosoma brucei brucei,NA
Tbb1125VSG-7606,Trypanosoma brucei brucei,NA
Tbb1125VSG-7608,Trypanosoma brucei brucei,NA
Tbb1125VSG-7610,Trypanosoma brucei brucei,NA
Tbb1125VSG-7611,Trypanosoma brucei brucei,NA
Tbb1125VSG-7612,Trypanosoma brucei brucei,NA
Tbb1125VSG-7613,Trypanosoma brucei brucei,NA
Tbb1125VSG-7614,Trypanosoma brucei brucei,NA
Tbb1125VSG-7615,Trypanosoma brucei brucei,NA
Tbb1125VSG-7618,Trypanosoma brucei brucei,NA
Tbb1125VSG-7619,Trypanosoma brucei brucei,NA
Tbb1125VSG-7620,Trypanosoma brucei brucei,NA
Tbb1125VSG-7621,Trypanosoma brucei brucei,NA
Tbb1125VSG-7622,Trypanosoma brucei brucei,NA
Tbb1125VSG-7623,Trypanosoma brucei brucei,NA
Tbb1125VSG-7624,Trypanosoma brucei brucei,NA
Tbb1125VSG-7625,Trypanosoma brucei brucei,NA
Tbb1125VSG-7626,Trypanosoma brucei brucei,NA
Tbb1125VSG-7627,Trypanosoma brucei brucei,NA
Tbb1125VSG-7628,Trypanosoma brucei brucei,NA
Tbb1125VSG-7629,Trypanosoma brucei brucei,NA
Tbb1125VSG-7630,Trypanosoma brucei brucei,NA
Tbb1125VSG-7632,Trypanosoma brucei brucei,NA
Tbb1125VSG-7634,Trypanosoma brucei brucei,NA
Tbb1125VSG-7635,Trypanosoma brucei brucei,NA
Tbb1125VSG-7636,Trypanosoma brucei brucei,NA
Tbb1125VSG-7637,Trypanosoma brucei brucei,NA
Tbb1125VSG-7638,Trypanosoma brucei brucei,NA
Tbb1125VSG-7639,Trypanosoma brucei brucei,NA
Tbb1125VSG-7640,Trypanosoma brucei brucei,NA
Tbb1125VSG-7641,Trypanosoma brucei brucei,NA
Tbb1125VSG-7642,Trypanosoma brucei brucei,NA
Tbb1125VSG-7643,Trypanosoma brucei brucei,NA
Tbb1125VSG-7644,Trypanosoma brucei brucei,NA
Tbb1125VSG-7645,Trypanosoma brucei brucei,NA
Tbb1125VSG-7646,Trypanosoma brucei brucei,NA
Tbb1125VSG-7647,Trypanosoma brucei brucei,NA
Tbb1125VSG-7648,Trypanosoma brucei brucei,NA
Tbb1125VSG-7649,Trypanosoma brucei brucei,NA
Tbb1125VSG-7651,Trypanosoma brucei brucei,NA
Tbb1125VSG-7652,Trypanosoma brucei brucei,NA
Tbb1125VSG-7653,Trypanosoma brucei brucei,NA
Tbb1125VSG-7654,Trypanosoma brucei brucei,NA
Tbb1125VSG-7655,Trypanosoma brucei brucei,NA
Tbb1125VSG-7656,Trypanosoma brucei brucei,NA
Tbb1125VSG-7657,Trypanosoma brucei brucei,NA
Tbb1125VSG-7658,Trypanosoma brucei brucei,NA
Tbb1125VSG-7659,Trypanosoma brucei brucei,NA
Tbb1125VSG-7661,Trypanosoma brucei brucei,NA
Tbb1125VSG-7663,Trypanosoma brucei brucei,NA
Tbb1125VSG-7665,Trypanosoma brucei brucei,NA
Tbb1125VSG-7666,Trypanosoma brucei brucei,NA
Tbb1125VSG-7667,Trypanosoma brucei brucei,NA
Tbb1125VSG-7668,Trypanosoma brucei brucei,NA
Tbb1125VSG-7669,Trypanosoma brucei brucei,NA
Tbb1125VSG-7671,Trypanosoma brucei brucei,NA
Tbb1125VSG-7672,Trypanosoma brucei brucei,NA
Tbb1125VSG-7673,Trypanosoma brucei brucei,NA
Tbb1125VSG-7675,Trypanosoma brucei brucei,NA
Tbb1125VSG-7676,Trypanosoma brucei brucei,NA
Tbb1125VSG-7677,Trypanosoma brucei brucei,NA
Tbb1125VSG-7678,Trypanosoma brucei brucei,NA
Tbb1125VSG-7679,Trypanosoma brucei brucei,NA
Tbb1125VSG-7680,Trypanosoma brucei brucei,NA
Tbb1125VSG-7681,Trypanosoma brucei brucei,NA
Tbb1125VSG-7683,Trypanosoma brucei brucei,NA
Tbb1125VSG-7684,Trypanosoma brucei brucei,NA
Tbb1125VSG-7685,Trypanosoma brucei brucei,NA
Tbb1125VSG-7686,Trypanosoma brucei brucei,NA
Tbb1125VSG-7687,Trypanosoma brucei brucei,NA
Tbb1125VSG-7688,Trypanosoma brucei brucei,NA
Tbb1125VSG-7689,Trypanosoma brucei brucei,NA
Tbb1125VSG-7690,Trypanosoma brucei brucei,NA
Tbb1125VSG-7691,Trypanosoma brucei brucei,NA
Tbb1125VSG-7692,Trypanosoma brucei brucei,NA
Tbb1125VSG-7693,Trypanosoma brucei brucei,NA
Tbb1125VSG-7694,Trypanosoma brucei brucei,NA
Tbb1125VSG-7695,Trypanosoma brucei brucei,NA
Tbb1125VSG-7698,Trypanosoma brucei brucei,NA
Tbb1125VSG-7699,Trypanosoma brucei brucei,NA
Tbb1125VSG-7700,Trypanosoma brucei brucei,NA
Tbb1125VSG-7701,Trypanosoma brucei brucei,NA
Tbb1125VSG-7702,Trypanosoma brucei brucei,NA
Tbb1125VSG-7703,Trypanosoma brucei brucei,NA
Tbb1125VSG-7704,Trypanosoma brucei brucei,NA
Tbb1125VSG-7705,Trypanosoma brucei brucei,NA
Tbb1125VSG-7706,Trypanosoma brucei brucei,NA
Tbb1125VSG-7707,Trypanosoma brucei brucei,NA
Tbb1125VSG-7708,Trypanosoma brucei brucei,NA
Tbb1125VSG-7709,Trypanosoma brucei brucei,NA
Tbb1125VSG-7710,Trypanosoma brucei brucei,NA
Tbb1125VSG-7711,Trypanosoma brucei brucei,NA
Tbb1125VSG-7712,Trypanosoma brucei brucei,NA
Tbb1125VSG-7714,Trypanosoma brucei brucei,NA
Tbb1125VSG-7715,Trypanosoma brucei brucei,NA
Tbb1125VSG-7716,Trypanosoma brucei brucei,NA
Tbb1125VSG-7717,Trypanosoma brucei brucei,NA
Tbb1125VSG-7718,Trypanosoma brucei brucei,NA
Tbb1125VSG-7719,Trypanosoma brucei brucei,NA
Tbb1125VSG-7720,Trypanosoma brucei brucei,NA
Tbb1125VSG-7721,Trypanosoma brucei brucei,NA
Tbb1125VSG-7722,Trypanosoma brucei brucei,NA
Tbb1125VSG-7723,Trypanosoma brucei brucei,NA
Tbb1125VSG-7724,Trypanosoma brucei brucei,NA
Tbb1125VSG-7725,Trypanosoma brucei brucei,NA
Tbb1125VSG-7726,Trypanosoma brucei brucei,NA
Tbb1125VSG-7727,Trypanosoma brucei brucei,NA
Tbb1125VSG-7728,Trypanosoma brucei brucei,NA
Tbb1125VSG-7729,Trypanosoma brucei brucei,NA
Tbb1125VSG-7730,Trypanosoma brucei brucei,NA
Tbb1125VSG-7731,Trypanosoma brucei brucei,NA
Tbb1125VSG-7732,Trypanosoma brucei brucei,NA
Tbb1125VSG-7733,Trypanosoma brucei brucei,NA
Tbb1125VSG-7734,Trypanosoma brucei brucei,NA
Tbb1125VSG-7735,Trypanosoma brucei brucei,NA
Tbb1125VSG-7736,Trypanosoma brucei brucei,NA
Tbb1125VSG-7737,Trypanosoma brucei brucei,NA
Tbb1125VSG-7739,Trypanosoma brucei brucei,NA
Tbb1125VSG-7741,Trypanosoma brucei brucei,NA
Tbb1125VSG-7743,Trypanosoma brucei brucei,NA
Tbb1125VSG-7744,Trypanosoma brucei brucei,NA
Tbb1125VSG-7745,Trypanosoma brucei brucei,NA
Tbb1125VSG-7746,Trypanosoma brucei brucei,NA
Tbb1125VSG-7748,Trypanosoma brucei brucei,NA
Tbb1125VSG-7749,Trypanosoma brucei brucei,NA
Tbb1125VSG-7750,Trypanosoma brucei brucei,NA
Tbb1125VSG-7752,Trypanosoma brucei brucei,NA
Tbb1125VSG-7753,Trypanosoma brucei brucei,NA
Tbb1125VSG-7754,Trypanosoma brucei brucei,NA
Tbb1125VSG-7755,Trypanosoma brucei brucei,NA
Tbb1125VSG-7756,Trypanosoma brucei brucei,NA
Tbb1125VSG-7757,Trypanosoma brucei brucei,NA
Tbb1125VSG-7758,Trypanosoma brucei brucei,NA
Tbb1125VSG-7759,Trypanosoma brucei brucei,NA
Tbb1125VSG-7760,Trypanosoma brucei brucei,NA
Tbb1125VSG-7761,Trypanosoma brucei brucei,NA
Tb427VSG-701,Trypanosoma brucei brucei,NA
Tb427VSG-2184,Trypanosoma brucei brucei,NA
Tb427VSG-2186,Trypanosoma brucei brucei,NA
Tb427VSG-2217,Trypanosoma brucei brucei,NA
Tb427VSG-2225,Trypanosoma brucei brucei,NA
Tb427VSG-2227,Trypanosoma brucei brucei,NA
Tb427VSG-2259,Trypanosoma brucei brucei,NA
